,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
206,"AirCase Anti-Gravity Backpack for Men & Women, Weight Reducing 15.6” Laptop Bag for Travel & Office, Ergonomic Technology for Posture & Muscle Support, Patent Protected, In-built Shock Absorber",3.9 out of 5 stars,4099,34,https://www.amazon.in/AirCase-Anti-Gravity-Ergonomic-Technology-Protected/dp/B0B87NB61B,"Lavie Marma sling is a stylish unique boat – shaped bag for trendy women. The large tassels & gold toned metal trims at the front amps up your styling game. It is a versatile and a flattering sling bag in latest pebble texture. The bag is available in multiple fun & pretty colors.    Dimension, 35 cm in length X 12 cm in width X 17 cm in height    Marma Tassel sling bag has a top zip closure for safety and comfort. It has a flat bottom to keep your stuff intact. The interior has 1 main compartment, 2 slip pockets alongside 1 zip pocket, providing options for multiple storage for phone, portable charger, keys, hairbrush, wallet, sunglasses etc.    This sling is perfect for ladies to carry for a brunch date, a day at the mall for shopping or even an evening party. It can be paired with ethnic, floral printed top & jeans or even a body fitting dress. This spacious and sturdy bag makes for a perfect gift for all your occasions & loved ones.",Cocoblu Retail,B07CJCGM1M
207,LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90,4.0 out of 5 stars,299,"1,547",https://www.amazon.in/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD,"Sling Bag    Small Utility Bag    Adjustable and Detachable Strap    Double Side Access with Zip    Outer Material Type, Polyurethane; Occasion Type, Casual; Inner Material Type, Nylon; Age Range Description, Adult",Legal-Bribe,B07CJCGM1M
208,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue,4.2 out of 5 stars,987,"53,052",https://www.amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6,"Dimensions, 12.5 inches x 9.5 inches x 18 inches; Capacity, 35 liters; Number of Compartments, 2 Compartments; Material, Polyester; Synthetic; Warranty Description, Manufacturer, 5 Years Manufacturing Warranty     Special Features, Side Fabric Pocket For The Water Bottle And Padded Back System And Shoulder Straps For Better Comfort     Closure Type, Zipper; Pattern Name, Solid; Age Range Description, Adult; Pocket Description, Utility Pocket     Pattern Name, Solid; Closure Type, Zipper; Age Range Description, Adult; Pocket Description, Utility Pocket     Compartment Description, Not Laptop Compatible; Water Resistance Level, Water Resistant",E.V.A.N,B07CJCGM1M
209,Lavie Women's Marma Round Tassel Sling Bag | Ladies Purse Handbag | Crossbody Sling Bag,4.1 out of 5 stars,673,547,https://www.amazon.in/Lavie-MARMA-Womens-Sling-Bag/dp/B07KMBX9ZL,"Lavie Mortiz sling bag is a perfect blend of stylish & quirk for fashionable ladies. It is extra durable, light weight, spacious and comes in multiple colors. This dome shaped bag is made of premium man-made leather. The bag has a well-stitched inner lining for easy accessibility and storage. It comes with a colour blocking pattern on front & printed stripes design in soft premium texture.    Dimension , 23 cm in length X 10 cm in width X 19 cm in height    This sling bag has a top zip closure for safety and comfort. The footed bottom helps to keep your stuff in place. The interior has 1 main compartment, 2 slip pockets alongside 1 zip pocket, providing plenty multi-Purpose storage for keeping phone, portable charger, keys, hairbrush, wallet, pocket perfume, sunglasses etc.    This sling is perfect for women to carry for a reunion party, a weekend getaway or even an evening at the beach. It can be paired with a basic crop top and jeans, a skater dress or even a jumpsuit. This spacious yet sturdy bag makes for a perfect gift for all your occasions",Cocoblu Retail,B07CJCGM1M
210,LEGAL BRIBE Checkered Sling,3.9 out of 5 stars,760,231,https://www.amazon.in/LEGAL-BRIBE-Womens-Checkered-Sling/dp/B098JQJ7VV,"COMPATIBILITY, Our Stylish Office Bag for women is an ideal laptop bag, handbag or a Professional Bag. It can fit a laptop of upto 15.6 inches and is perfect for Macbook, Chromebook, iPad, Tablet, Hp, Lenovo, Dell etc. Dimensions, 16 x 13 x 4 inch.",Zouk and Delivered by Amazon.,B07CJCGM1M
211,Wildcraft 35 Ltrs 18 inch Backpack (11908 Navy_Navy),4.1 out of 5 stars,1246,577,https://www.amazon.in/Wildcraft-Solid-Backpack-Navy-11908/dp/B07N1D9LX8,Handbag    ladies    branded    sling    quilted,Cocoblu Retail,B07CJCGM1M
212,Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag,4.0 out of 5 stars,945,"2,791",https://www.amazon.in/Marma-Zig-Zag-Sling-Navy/dp/B08KR4WRM6,"55 L Laptop Backpack, The Backpack has a padded laptop compartment that can fit 17 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer, The backpack has a multiple zipper and pockets for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics    100% Polyester, High Quality, Durable and Water Resistant Fabric    1 Year Warranty, The Terminator backpack comes with 1 year of warranty    Made In India, All Terminator Backpacks are fully manufactured in India and pass through stringent quality tests and checks",Retail Grapple,B07CJCGM1M
213,ZOUK Black Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - Lattice Lace,4.4 out of 5 stars,1699,"1,693",https://www.amazon.in/Womens-Lattice-Office-leather-adjustable/dp/B07VNMWWRX,"Laptop backpack made from water-resistant, strong and durable polyester    Comes with an adjustable sternum strap for stability, gusset straps to reduce unused space, and top handle to offer better grip    Provides all-day comfort through the thick, mesh-covered padding in the back panel and wide air channels    Contains two large compartments, two easy-access front pockets and two side pockets    Well-cushioned polyester pocket that stores up to 15.6-inch laptop    Dimensions, 50 x 33 x 14 cm (L x W x H)    Weight, 1.16 gms",Appario Retail Private Ltd,B07CJCGM1M
214,Lino Perros quilted sling bag,4.0 out of 5 stars,899,46,https://www.amazon.in/Lino-Perros-quilted-sling-bag/dp/B09MRXJ9RY,Leather material Grey colored sling bag    21.5 centimeters height x 24 centimeters length x 7.5 centimeters width    Zip closure with handle    1 compartment    1 year domestic warranty against manufacturing defects    Do not expose to extreme heat,Cocoblu Retail,B07CJCGM1M
215,Terminator Large 55 L Unisex Laptop Backpack For School/Office/Travel/Casual and Fits Upto 17 Inch Laptop,1.0 out of 5 stars,699,1,https://www.amazon.in/Terminator-Unisex-Laptop-Backpack-School/dp/B0BSV5ZYGC,"Football, basketball bag    Style - kit bag    Material - polyester    Bag can carry 9 balls    Material, Polyester",RetailEZ Pvt Ltd,B07CJCGM1M
216,"Amazon Basics - Laptop Backpack/Travel Backpack/College Bag for 15.6-inch Laptop, Water-Resistant, Stylish Design",4.3 out of 5 stars,1859,70,https://www.amazon.in/Amazon-Basics-Stylish-Backpack-Laptop/dp/B09W4WRV5Q,Leather material blue colored sling bag    15 centimeters height x 20 centimeters length x 6 centimeters width    Zip closure with handle    1 compartment    1 year domestic warranty against manufacturing defects    Do not expose to extreme heat,Cocoblu Retail,B07CJCGM1M
217,Hidesign Women Sling Bag (Silver),4.4 out of 5 stars,2299,66,https://www.amazon.in/Isle-Coco-Hidesign-Womens-Sling/dp/B07L6N38Y3,"Outer Material , PU / Synthetic Leather    Closure , Zipper    No. of Compartments , 1    No. of Pockets , 1    Dimensions , LxWxH - 7.6 x 3.1 x 7.6 inches",ADISA International,B07CJCGM1M
218,"NIVIA ‘Ball Carrying Bag’ for 9 Balls, Polyester, Black",4.3 out of 5 stars,566,128,https://www.amazon.in/Nivia-783-Polyester-Carrying-Balls/dp/B072KWMD1F,"DIMENSIONS AND CLOSURE - 10"" tall x 10"" wide x 7"" deep - with Zipping    PRODUCT DETAILS - Made out of 100% natural export quality Jute fabric laminated inside for extra strength and water resistance. This jute bag is both Eco-friendly and stylish. Equipped with a single compartment secured with a zip for carrying your essentials. Handles made out of rolled quilted cotton tape for soft and easy grip. Trendy warli graphics hand screen printed for elegant look.    UTILITY - Perfect for carrying lunch boxes and water bottle for everyday use. This jute bag has tons of room for carrying your essentials and it looks great on the arm. Excellent choice for giving return gifts as well. This multi-purpose jute bag can be used by both women and men for home/office use. Every Jute bag you purchase helps us bring back the lost breath of Fresh air and soil fertility of our mother Earth.    WHY BUY A JUTE COTTAGE BAG - Jute Cottage bags are not only beautiful but good for the planet also. One Jute Cottage bag can prevent over 1000 plastic bags from polluting the environment. Our bags are functional, trendy, fashionable, reusable and of course - cute. Excellent stitch quality | Premium raw-materials used | Durable and light weight | 100% bio-degradable | Supports GO GREEN and MADE IN INDIA initiative | Traditional designs with modern sensibilities    MADE IN INDIA - Sustainable jute from INDIA shapes all Jute Cottage bags. Our company is registered with NATIONAL JUTE BOARD, Ministry of textiles, govt. of India for promotion of Jute in India. We at JUTE COTTAGE are committed to excellence in product quality. And, we use only 'THE BEST' inputs, be it the fabric, zipper, slider, sewing and emb.threads, print pigments, accessories, handles, fittings, beads or whatever. Our USP is honesty, creativity and passion in delivering only the BEST.",Jute Cottage,B07CJCGM1M
219,Hidesign Women Sling Bag (Blue),4.0 out of 5 stars,1599,38,https://www.amazon.in/Isle-Coco-Hidesign-Womens-Sling/dp/B07L6D1VFK,"DIMENSIONS, 7.5 x 3.5 x 11.5 inch (L x W x H); NOTE - You can’t use it as a tiffin bag & Image of the sling shoulder bag may appear bigger or smaller than real, so kindly check the dimensions before placing an order    MATERIAL & COMPARTMENT  - Craloft sling bag for men made up of polyester fabric with 4 compartments (3 pockets & 1 additional tablet compartment)    ADJUSTABLE BELT - The soft adjustable belt of this crossbody sling bag satisfy your different length need    TABLET COMPARTMENT - Carry up to a 11-inch iPads / samsung galaxy / lenovo / realme pads tablets in a specific additional secure 8mm layer section, that protects your device from various elements    Craloft side bag looks compact but is too spacious for carrying all necessities like a wallet, cellphone, charger, earphones, sunglasses, an 11-inch tablet, an A5 book, pens, keys, cards, etc.",Craloft,B07CJCGM1M
220,ADISA Women Girls Floral Print Round Sling Bag,4.2 out of 5 stars,399,"1,115",https://www.amazon.in/ADISA-Women-Girls-Floral-SL5073-SKY_Sky/dp/B09B56RD6Z,"Number of compartments, 3, Laptop Sleeve, Yes",CLOUD STATION,B07CJCGM1M
221,Jute Cottage Jute Bags for Lunch for Women and Men | Jute Grocery Bag | Jute Carry Bag | Jute Tiffin Bags | Jute Bags with Zip | Printed Jute Bag | Warli Print | Blue,4.3 out of 5 stars,329,272,https://www.amazon.in/Jute-Cottage-Zipper-Warli-Lunch/dp/B07JHVH7XP,"A sling bag is a shoulder bag made from unstructured fabric, and the long strap can either be worn on your shoulder or across your body.    Medium Size l Beige exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material.    Dimension ,- Length , 29.21 cm x Width , 12.7 cm x Height , 23.5 cm    Made in India | 6 Months warranty | Leading fashion sling bag brand since 30 years.    The elegant women's sling bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.",Cocoblu Retail,B07CJCGM1M
222,CRALOFT Polyester Side Bag For Men/Sling Bag/Crossbody Tablet Messenger Bag For Office Business Travel (Extra Spacious),4.3 out of 5 stars,529,"5,414",https://www.amazon.in/Polyester-Crossbody-Messenger-Business-Spacious/dp/B09TL193PL,"Internal Dimensions, 13.78 x 0.79 x 9.65 inch (L x W x H); External Dimensions, 14.37 x 0.79 x 10.24 inch (L x W x H). The front horizontal side pocket dimensions, 13.39 x 6.89 inch (L x W).    The watercolor marble laptop sleeve with pocket outer polyester fabric of the case enable you to carry your MacBook / laptop / notebook / Ultrabook computer in a uniquely sleek style. Features a polyester foam padding layer and fluffy cushion for bump and shock absorption and protection of your device against dust, dirt, bump, shock and accidental scratches.    360 degree all around shockproof protective reinforced interior edge protect your laptop from any accidental dropping. Extendable handle design makes it to carry your laptop around in comfort, you can also tuck away the handle. Side opening zipper design, avoid accidental dropping of your laptop while carrying. Special watercolor marble laptop sleeve bag to show your personality.    Considerate design is the back trolley suitcase belt for ease use during business trip. It is really convenient for your happy journey to any where. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag. This protective carrying sleeve case cover bag with handle and pocket is ideal for you to take your laptop out.    Compatible with MacBook Air 13 2010-2017, MacBook Pro 13 2008-2015, Surface Book 2/1 13.5, Surface Laptop 3/2/1 13.5; Dell Inspiron 13/14, Dell Latitude 14; HP Elitebook 830 13.3, HP Elitebook/Spectre X360 13.3, HP Envy/Stream 13, HP Stream/Pavilion 14; Lenovo ThinkPad X1 Carbon 14, Lenovo Ideapad 320s-14/320s-15, Lenovo IdeaPad 710S/720S 13/14, Lenovo 720 13.3/Yoga 2 Pro/Yoga 920; Asus Vivobook/ZenBook Flip S 14, Asus ZenBook/Chromebook 13.3; Acer Swift1/7 /Spin 5 13.3, Acer Swift5/Spin7 14.",Appario Retail Private Ltd,B07CJCGM1M
223,Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Black),4.5 out of 5 stars,1599,2,https://www.amazon.in/Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R,"Lavie Beech hand bag is a stylish bag for women who love styling up. It is durable, versatile and lightweight. It is available in classic black and gold color. Made from premium man-made leather, this hand bag has the latest pebble texture and premium gold toned metal hardware.    Dimension, 27.5 cm in length x 9 cm in width x 19.5 cm in height    Beech hand bag has a top zip closure for safety and security. The interior has 1 main compartment, divided by an inner zip storage, 2 slip pockets alongside 1 external zip pocket, providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It also has a detachable and adjustable sling belt for multipurpose use.    This hand bag is perfect for women to carry to a mall or family function. It can be paired with a stylish top and well fitted denims as well as an indo-western dress. This spacious yet stylish hand bag makes for a perfect gift for all occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage",Cocoblu Retail,B07CJCGM1M
224,Baggit Women's Sling Bag - Medium (Beige),4.4 out of 5 stars,609,"2,026",https://www.amazon.in/Baggit-Womens-Sling-Bag-Beige/dp/B0B441G1G6,"Internal size - 40.5cm x 30.5cm x 1.7cm, external size- 42cm x 32cm x 3.5cm​​, compatible with most 15 - 15.6 inch laptop computers or notebook like Macbook Pro/Air/Surface book/HP/Acer/Asus/Samsung Chromebook etc.    Extra Storage Space - Two pockets in front, enough space to keeping mouse, cable, cellphone, memory cards, external hard drive, pens,coins etc.    Ultra-slim & Lightweight - Slim, portable and lightweight to take alone, or slide it into your briefcase, backpack or any other daybag, perfect for business, school or travel.    Shockproof - Multiple Layers Protection, PP foam padding layer and Polyester fabric lining for bump and shock absorption, protect your computer from accidental scratches.    Excellent Detail, Use Exquisite zipper and reinforced stitching on all stress points, ensuring the bag does not fall apart when carrying heavy goods. The first verticle designed laptop bag, you will feel the beauty of simple and good texture.",Tabelito and Delivered by Amazon.,B07CJCGM1M
225,"MOCA Waterproof Nylon Exterior with Soft Velvety Interior Sleeve Bag Pouch Carry Case for 13.3"" to 14 inch Laptops, MacBook (Black, 13.3 Inch)",4.2 out of 5 stars,1199,"3,621",https://www.amazon.in/MOCA-Waterproof-Exterior-Velvety-Interior/dp/B09FJT5SJJ,"Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover    PROUDLY MADE IN INDIA, Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.    SPACIOUS AND LIGHTWEIGHT, Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.    Target gender, unisex",Deewan  Enterprise and Delivered by Amazon.,B07CJCGM1M
226,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,4.2 out of 5 stars,1197,"1,820",https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KPM1KT,"Meets most domestic carry-on size requirements    Scratch and impact resistant material    Extra packing space to accommodate your last-minute shopping    Colour matched 3-digit Recessed TSA lock, Colour coordinated components bring a rich look to the bag    Recessed TSA lock for a premium look and to provide foolproof security during your travel    Recessed TSA lock for a premium look and to provide foolproof security during your travel",RetailEZ Pvt Ltd,B07CJCGM1M
227,Tabelito® Basic Laptop Bag Sleeve Case Cover Pouch for 15.6 Inch(39.6cm) Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue),4.2 out of 5 stars,449,"8,510",https://www.amazon.in/Tabelito%C2%AE-Basic-Laptop-Sleeve-Surfacepro/dp/B09NDTCZ4N,"Package Contents, Embroidered Party Wear Clutch Women Handbag    Material, Polyester, Color, Grey    PRODUCT DIMENSION,27 x 17 x 1CM    Made of high quality silk material. This is the combination of traditional and modern embroidery work. This is completely handcrafted and the Embroidery work has been done on it    Perfect case for iPhone. The clutch bag fits most of the phones.",ETrade Online,B07CJCGM1M
228,"ASHAPURA SUITCASE BAGS Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",3.7 out of 5 stars,349,255,https://www.amazon.in/ASHAPURA-SUITCASE-Polyester-Backpack-Resistant/dp/B09F5F445M,"Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag    It has 2 large compartments and 2 side pockets    Well-padded interior that keeps your laptop safe    Enough space for your other daily essentials like chargers, wallet, power bank, etc.    Compact and sleek design    Well-cushioned shoulder straps    Dimensions, LxWXH, 47 X 33 X 15 cm    Weight, 0.460 grams",Appario Retail Private Ltd,B07CJCGM1M
229,American Tourister Ivy Polypropylene 68 cms Black Hardsided Check-in Luggage (FO1 (0) 09 002),4.2 out of 5 stars,3899,384,https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y,"Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo    Dimensions , LxWxH- 31 x 18 x 47 cms    Laptop , 15.6 inches and below (Bigger than 15.6 not recommended)    No. of Compartments , 3 with full padding    NOT INCLUDED , NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)",Appario Retail Private Ltd,B07CJCGM1M
230,"Kuber Industries Women's Handcrafted Embroidered Clutch Bag (Grey, CTKTC034517)",4.0 out of 5 stars,345,"5,547",https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VFZP9C,"Detailed with an attractive gold handle hardware along with small utility pouch to enchance the functionality of the bag    Stunning outside clasped with a detachable spacious mini pouch,that helps you keep your money,cards and keys for easy access while on the go,along with roomy compartments that enables you to keep your essentials organized    This bag will help you navigate between your worlds with effortless ease by coordinating it with your work wear or an outing with your girl pals    Made in India",Cocoblu Retail,B07CJCGM1M
231,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,3.9 out of 5 stars,639,"2,816",https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79,"Material, Nylon, Inner Material, Polyester, Capacity, 50 Liters, Color, Grey & Navy Blue, Special Features, Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,     Water Resistant; Warranty type, Manufacturer, 1 year domestic warranty; Internal compartments with organizer pockets and internal divider for organization     For Our Business & Fashionable Style Day Backpack; Age Range Description, Adult; Style Name, Travel Backpacks; Closure Type, Zipper Snap     Closure Type, Zipper Snap; Age Range Description, Adult; Style Name, Travel Backpacks     Strap Type, Double Handle; Pattern Name, Solid; Warranty Description, 1. Year Manufacturer Warranty; Compartment Description, Greater Than 17 Inches; Style Name, Country",A. H. Creation,B07CJCGM1M
232,ADISA Light Weight Laptop Backpack 32 Ltrs,3.7 out of 5 stars,499,139,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3VDBV5,"Care Instructions, Hand Wash Only    This having two small front zippered pockets suitable for keys/napkins etc.    This backpack is made of polyester fabric and is treated to make it water-resistant.    One back pocket for passport/mobile.    This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings.    This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability.",RetailEZ Pvt Ltd,B07CJCGM1M
233,Nelle Harper Women's Handbag,4.1 out of 5 stars,699,"3,684",https://www.amazon.in/Nelle-Harper-Womens-Shoulder-Dark/dp/B07RBR6NW2,"Material, Canvas    Dimensions, 7.50H X 21L X 19W Cms    Closure Type, Clasp    Strap Type, Adjustable; 2 Pockets    Inner Material Type, Nylon",CRAFTS MY DREAM and Delivered by Amazon.,B07CJCGM1M
234,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),4.1 out of 5 stars,1519,"3,684",https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB,"Store your gear in this camera bag with its ergonomic, padded sling strap and adjustable and padded waist belt    Rotate the sling from back to front to access your camera quickly and easily    Organise both camera and accessories in this two-part bag with removable dividers    Use the three, built-in memory card pockets and secure your tripod with the external attachment    Store more accessories or personal items in the top compartment, stash pocket or front pocket    This bag fits one DSLR camera with attached zoom lens and up to two extra lenses or accessories    Fits most DSLR camera models    Dimensions, 39.4 cms x 20 cms x 15.9 cms (L x W x H)",Appario Retail Private Ltd,B07CJCGM1M
235,F Gear Miles Guc Grey Sports Waist Bag (3683),4.2 out of 5 stars,419,91,https://www.amazon.in/F-Gear-Miles-Guc-Grey-Waist-Bag/dp/B08NYHTPJ6,"Outer Material, PU / Synthetic Leather    Closure, Magnetic Button    No. of Compartments, 2    No. of Pockets, 1    Dimensions, LxWxH - 7.25 x 2.25 x 5.5 inches",ADISA International,B07CJCGM1M
236,CRAFTS MY DREAM Women's Cross Body (Multicolor) Rose casual sling Bag,4.0 out of 5 stars,299,"1,447",https://www.amazon.in/Crafts-My-Dream-Womens-CMD2904/dp/B0100BD0IW,Leather material black colored sling bag    14 centimeters height x 24 centimeters length x 7 centimeters width    Zip closure with handle    1 compartment    1 year domestic warranty against manufacturing defects    Do not expose to extreme heat,Cocoblu Retail,B07CJCGM1M
237,"Amazon Basics Camera Sling Bag, for DSLR Camera with Lens, Accessories, Adjustable Padded Strap, Black",4.3 out of 5 stars,1579,"2,859",https://www.amazon.in/AmazonBasics-SM1603111P-Camera-Sling-Bag/dp/B01FRDSAYW,"Size, 37 X 19 X 19 Cm    Two Pockets With Main Compartment & One Front Pocket    Adjustable Carry Handle    Fabric, Made Of Polyester",Soccer International Private Limited and Delivered by Amazon.,B07CJCGM1M
238,ADISA Women Girls Stripes Cross Body Sling Bag,4.4 out of 5 stars,575,79,https://www.amazon.in/ADISA-Women-Girls-Stripes-SL5100-BRO_Brown/dp/B0BD63DRLZ,"Closure, Snap    This bag is chic, textured and classy.Perfect for casual outings has 1 spacious compartment, 1 phone slot, 1 zipper slot and sling.    Synthetic Material Burgundy Handbag    Adjustable Strap snap closure with Adjustable Strap",Cocoblu Retail,B07CJCGM1M
239,Hidesign Women Sling Bag (Black),4.3 out of 5 stars,1999,225,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NX9WV,"Made in India product with light-weight and durable, allowing for high portability    Organizer, Mesh Zipper Pocket with Three Partition    Compatible with canon, Nikon, Sony, olympus, pentax and other DSLR's and photographic equipment    Included Items, Small Camera Bag, Detachable Shoulder Pad    Size, LxWxH, 8.5X10X5 inches, Capacity (Liters), 7",Appario Retail Private Ltd,B07CJCGM1M
240,Vector X Polyester Blitz Gym Bag (Grey-Orange),3.5 out of 5 stars,299,5,https://www.amazon.in/Vector-Polyester-Blitz-Gym-Grey-Orange/dp/B091MYFBBR,"Package Contents, 1 Piece Embroidery Lady Hand Bag    Material, Cotton    Product Dimension, 26cm x 8cm x 20cm    EASY EVERYDAY USE, Wear it to a summer work party or a regular office day, this perfect satchel is designed for all-day comfort. The cute cross body bag has a long chain strap. It can also hold all your personal belongings like mobile phones, wallets, credit cards, or even cardholders with absolute ease. Unlike those large handbags, you can well organise your items in this small and practical sling bag    Twin grab handles, This ladies bag comes with two grab handles to ensure your ease of carrying it. These handles are robustly built and you can rest easy that they will not tear or get damaged in the course of daily usage",ETrade Online,B07CJCGM1M
241,Van Heusen womens Sling - textured single color belt,4.5 out of 5 stars,1362,209,https://www.amazon.in/Van-Heusen-Woman-Spring-Summer-Burgundy/dp/B07MHFJ167,"Outer material, nylon, color, black    Water resistance, water resistant; dimensions, 34 x 24 x 76 cm (lxwxh)    Color, black",Stonehenge Retail,B07CJCGM1M
242,Arctic Fox Sling Shutter Topography Camera Bag,4.5 out of 5 stars,1199,283,https://www.amazon.in/Arctic-Fox-Shutter-Topography-Camera/dp/B0835GMWBC,"100% Polyester, High Quality, Durable and Water Resistant Fabric    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Special Features, Lightweight; Closure Type, Zipper; Age Range Description, Adult",RetailEZ Pvt Ltd,B07CJCGM1M
243,"Kuber Industries Embroidery Small Hand Bag, Tote Bag, Purse For Daily Trips, Travel, Office & All Occasions For Women & Girls (Gold)-HS_38_KUBMART21477",3.7 out of 5 stars,126,49,https://www.amazon.in/Kuber-Industries-Embroidery-Occasions-HS_38_KUBMART21477/dp/B095C9DPDM,"Outer Material, Nylon, Color, Black    Resistance, Water resistant    Dimensions, 34 cms x 23 cms x 43 cms (LxWxH)    Lightweight design    Compression and sternum straps",E.V.A.N,B07CJCGM1M
244,Wildcraft 60 Ltrs Black Rucksack (8903338073819),4.4 out of 5 stars,2645,593,https://www.amazon.in/Wildcraft-Ltrs-Black-Rucksack-8903338073819/dp/B01G5I8VBK,"Outer Material, Nylon, Color, Black    Resistance, Water resistant    Dimensions, 34 cms x 23 cms x 43 cms (LxWxH)    Lightweight design    Compression and sternum straps",E.V.A.N,B07CJCGM1M
245,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),4.0 out of 5 stars,699,"1,310",https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ,"SPACIOUS & LIGHTWEIGHT, Gizga Essentials Travel Toiletry Kit Bag can organize all your Travel Sized Toiletries like Toothbrushes, Toothpaste, Deodorants, Shampoos, Makeup & Cosmetics, Shaving Accessories. (Dim, 16 X 16 X 26CM | Weight, 194gm )    MULTI-POCKETS & HANGING HOOK, It has one Main Compartment, Three Mesh Pockets, and Two Outside Pockets allowing you to easily store all your Travel-Sized Toiletries. The attached Hook allows you to Hang the Bag on the Back of a Door or Towel Rail.    MANY APPLICATIONS, Our bag can be used as a Toiletry Bag, Travel Organizer Bag, Makeup & Cosmetic Bag, Healthcare Bag, or Gym Bag and is a perfect choice to take on any Business Trip, Outdoor Activity, or Vacation.    EASY TO CLEAN, Made of Sturdy, Durable, Water Resistance Fabric Material, No need to worry about getting Ripped and Worn easily. It has a Double Internal Lining which is Water Proof makes cleaning very easy. Premium Zippers & Pullers allow easy access to the inside.    PERFECT FOR TRAVEL, Durable handle allows to carry in hand conveniently. Easy to slide into your backpack or briefcase or carry it on its own, convenient for travel or business trip. Ideal toiletry Kit for Men & Women to hold your valuable Gadget Accessories.",Appario Retail Private Ltd,B07CJCGM1M
